ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Cannabis
1712,25-34,F,University degree,UK,White,0.04257,1.74091,0.58331,0.13136,-0.14277,1.29221,1.2247,True
1713,35-44,F,Masters degree,UK,White,-0.79151,0.63779,-0.84732,-1.07533,0.25953,-0.71126,-0.21575,True
1714,35-44,F,Doctorate degree,UK,Other,-2.3436,1.74091,-0.01928,0.59042,2.63199,0.88113,-0.21575,False
1715,45-54,F,Left school at 16 years,UK,White,-0.05188,-0.30033,-1.68062,1.2861,1.46191,-1.37983,-1.18084,True
1716,45-54,M,Professional certificate/ diploma,UK,White,1.23461,0.47617,0.58331,-0.76096,0.93949,-0.71126,-0.21575,True
1717,45-54,M,Masters degree,UK,White,-0.14882,0.80523,-0.58331,-0.76096,-0.89891,-0.21712,-0.52593,True
1718,35-44,F,Masters degree,UK,Other,0.41667,-0.80615,1.06238,0.76096,0.58489,-0.71126,-0.21575,True
1719,45-54,M,Professional certificate/ diploma,UK,White,-1.1943,0.32197,-0.45174,-0.91699,0.12331,-0.21712,-0.52593,True
1720,25-34,F,University degree,UK,White,0.04257,-0.43999,-0.01928,0.94156,-1.38502,-0.71126,0.07987,True
1721,25-34,F,University degree,UK,White,0.41667,1.11406,-1.11902,2.46262,1.30612,-1.37983,-1.54858,True
1722,25-34,F,Left school at 18 years,UK,White,-0.46725,0.16767,-2.63199,0.59042,1.13407,0.52975,-0.84637,True
1723,45-54,M,University degree,UK,White,-0.05188,1.11406,0.7233,0.94156,1.81175,1.29221,0.7654,True
1724,55-64,M,Professional certificate/ diploma,UK,White,-2.05048,-0.15487,-1.42424,0.59042,0.41594,-0.21712,-0.84637,True
1725,45-54,F,Professional certificate/ diploma,UK,White,-1.32828,0.16767,-0.58331,0.28783,0.58489,-1.37983,-0.84637,True
1726,25-34,F,Left school at 16 years,UK,White,-1.1943,-1.23177,-2.21069,1.81866,0.58489,-2.55524,-2.07848,True
1727,25-34,F,Masters degree,UK,White,0.13606,0.32197,0.58331,-0.76096,-0.52745,-2.55524,-0.84637,True
1728,18-24,F,Left school at 16 years,UK,White,-1.69163,0.32197,-1.82919,1.81866,0.7583,-0.21712,-1.18084,True
1729,45-54,M,Masters degree,UK,White,-0.79151,-0.94779,-0.45174,-0.45321,-0.40581,-0.21712,-0.52593,True
1730,18-24,M,"Some college or university, no certificate or degree",Other,White,-2.21844,0.96248,-0.01928,0.13136,1.63088,-2.55524,-0.21575,False
1731,25-34,F,"Some college or university, no certificate or degree",UK,White,0.62967,-1.37639,-0.71727,-0.01729,-0.78155,-0.21712,0.7654,False
1732,45-54,M,Masters degree,UK,White,-0.34799,-0.30033,0.29338,-0.15487,0.12331,-0.21712,-0.21575,False
1733,25-34,M,Professional certificate/ diploma,UK,White,0.41667,-0.80615,-0.84732,-1.21213,1.30612,0.19268,-1.18084,True
1734,45-54,M,Professional certificate/ diploma,UK,White,-0.92104,-0.30033,-1.55521,-0.01729,0.12331,-1.37983,-1.54858,True
1735,45-54,F,Professional certificate/ diploma,UK,White,-1.05308,0.80523,-0.58331,0.94156,1.46191,0.19268,0.07987,True
1736,25-34,F,Masters degree,UK,White,-2.42317,0.32197,-2.21069,2.03972,2.04506,-0.21712,-0.52593,True
1737,35-44,M,Professional certificate/ diploma,UK,White,-1.43907,0.96248,0.29338,1.2861,0.25953,-0.71126,0.7654,True
1738,45-54,M,Professional certificate/ diploma,UK,White,-1.32828,-0.30033,-0.17779,0.43852,-0.00665,-0.21712,-0.52593,True
1739,55-64,F,Left school before 16 years,UK,White,-0.14882,0.16767,-0.71727,0.94156,0.58489,-0.71126,-0.52593,True
1740,25-34,F,Professional certificate/ diploma,UK,White,0.22393,0.00332,-0.45174,0.28783,-0.00665,-0.71126,-1.18084,True
1741,45-54,F,University degree,UK,White,-0.92104,0.32197,-0.58331,-0.15487,1.13407,-1.37983,-2.07848,True
1742,25-34,F,University degree,USA,White,1.49158,0.63779,0.88309,-1.6209,-0.00665,-1.37983,-1.18084,False
1743,35-44,M,University degree,UK,White,-1.55078,0.80523,1.06238,-0.60633,-0.52745,0.52975,0.7654,True
1744,35-44,F,Masters degree,UK,White,-0.58016,0.47617,-0.58331,-0.30172,0.93949,-0.21712,-0.84637,True
1745,55-64,F,"Some college or university, no certificate or degree",UK,White,-0.46725,-0.94779,-1.42424,0.43852,-0.00665,-0.71126,-0.52593,True
1746,25-34,F,Left school at 16 years,UK,White,-1.86962,0.96248,-0.97631,2.23427,2.33337,-1.37983,-0.84637,True
1747,35-44,F,Masters degree,UK,Black,-0.24649,-0.57545,-0.58331,0.13136,0.12331,-0.21712,-1.18084,True
1748,45-54,F,"Some college or university, no certificate or degree",UK,White,0.13606,0.80523,0.44585,1.45039,-0.14277,0.19268,-0.21575,True
1749,18-24,M,University degree,USA,White,1.37297,-0.69509,2.90161,3.46436,-0.78155,0.88113,1.92173,False
1750,25-34,F,Left school at 17 years,USA,White,2.61139,-0.43999,-0.45174,-1.92595,-2.04506,0.88113,-0.21575,False
1751,45-54,M,Left school at 16 years,UK,White,-0.24649,0.47617,-0.84732,-0.60633,0.41594,-0.21712,-0.21575,True
1752,25-34,F,University degree,USA,White,1.98437,0.63779,1.43533,-1.07533,-0.65253,1.29221,1.2247,False
1753,25-34,M,University degree,UK,White,-0.67825,0.96248,-0.71727,2.03972,1.13407,0.52975,-0.52593,True
1754,25-34,F,Professional certificate/ diploma,UK,White,-0.14882,1.58487,-0.01928,0.13136,-0.40581,0.88113,0.07987,True
1755,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.05308,0.16767,0.44585,-2.35413,-1.5184,0.88113,1.92173,False
1756,18-24,F,Left school at 18 years,USA,White,1.02119,1.45421,2.44904,-0.45321,1.13407,0.52975,0.7654,False
1757,18-24,M,Left school at 18 years,USA,White,0.73545,0.00332,1.43533,0.59042,-1.64101,0.52975,0.40148,False
1758,35-44,M,Professional certificate/ diploma,UK,White,1.02119,-0.43999,-2.39883,-0.30172,0.7583,-1.37983,-2.07848,True
1759,45-54,M,Masters degree,Australia,White,-0.92104,-0.43999,0.14143,-0.76096,1.13407,1.86203,0.40148,False
1760,35-44,M,Masters degree,Other,White,-0.24649,-1.7625,-0.01928,-0.30172,0.25953,-0.21712,-1.54858,False
1761,45-54,F,Professional certificate/ diploma,UK,White,-0.58016,0.32197,0.14143,-1.34289,0.93949,0.19268,-0.21575,True
1762,35-44,F,Professional certificate/ diploma,UK,White,-0.24649,-0.57545,-0.17779,-0.30172,0.7583,0.88113,0.40148,True
1763,18-24,M,"Some college or university, no certificate or degree",USA,White,0.52135,-1.09207,-0.01928,-2.21844,-1.38502,-0.71126,0.7654,False
1764,18-24,F,University degree,Other,White,-0.79151,-1.09207,1.88511,0.28783,3.00537,-0.21712,1.2247,False
1765,35-44,M,Left school at 16 years,UK,White,0.91093,-0.30033,0.14143,0.28783,-0.89891,0.88113,1.2247,False
1766,25-34,F,"Some college or university, no certificate or degree",USA,White,0.52135,1.93886,1.43533,-0.30172,0.93949,-0.71126,1.2247,False
1767,25-34,F,University degree,USA,White,0.82562,-1.23177,1.24033,2.75696,0.25953,-0.71126,-0.52593,False
1768,18-24,M,"Some college or university, no certificate or degree",USA,White,0.31287,-1.92173,0.14143,1.2861,2.63199,-1.37983,-0.52593,False
1769,25-34,F,"Some college or university, no certificate or degree",Other,White,0.91093,-0.94779,1.24033,-0.01729,-0.65253,-0.21712,-0.84637,False
1770,35-44,F,Professional certificate/ diploma,UK,White,-0.79151,0.47617,-1.11902,0.59042,-0.00665,-0.71126,-0.21575,True
1771,25-34,M,University degree,USA,White,-0.46725,0.96248,-0.01928,0.43852,-0.00665,0.88113,1.92173,False
1772,55-64,M,"Some college or university, no certificate or degree",USA,White,-0.24649,-1.37639,-0.17779,-1.34289,0.93949,0.52975,-0.84637,True
1773,18-24,M,Left school at 18 years,USA,Mixed-White/Black,-0.34799,1.2861,1.06238,-0.01729,-0.52745,0.52975,1.2247,False
1774,25-34,F,Masters degree,USA,White,0.91093,0.63779,-0.45174,-1.21213,-0.78155,0.88113,1.92173,False
1775,18-24,F,Left school at 18 years,Republic of Ireland,White,0.82562,-0.43999,0.44585,0.43852,-1.0145,-0.71126,0.40148,False
1776,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.92104,0.47617,0.44585,0.43852,0.41594,-0.71126,-0.52593,False
1777,18-24,F,University degree,USA,White,0.82562,-1.09207,1.43533,0.28783,1.13407,0.88113,1.92173,False
1778,45-54,F,Left school at 16 years,UK,White,1.02119,-0.69509,-1.68062,-0.30172,-0.89891,1.86203,1.92173,True
1779,18-24,F,University degree,USA,White,-0.05188,0.32197,-0.01928,-2.5383,0.7583,0.88113,0.7654,False
1780,45-54,M,"Some college or university, no certificate or degree",USA,White,-0.24649,0.00332,0.29338,0.28783,-0.27607,0.88113,1.2247,True
1781,18-24,F,University degree,USA,White,1.37297,-0.69509,-2.09015,-1.34289,-1.0145,0.19268,0.40148,False
1782,18-24,M,Left school at 18 years,Canada,White,-1.43907,-0.57545,-1.55521,-1.6209,1.30612,-0.71126,0.07987,True
1783,25-34,F,Left school at 17 years,UK,White,-0.34799,0.47617,0.7233,0.43852,1.30612,0.88113,0.40148,False
1784,25-34,F,"Some college or university, no certificate or degree",UK,Mixed-White/Black,1.23461,-0.80615,-0.84732,-1.07533,-0.89891,1.29221,1.92173,True
1785,18-24,M,"Some college or university, no certificate or degree",USA,Black,1.02119,-1.09207,-0.45174,-0.15487,-1.25773,0.19268,0.40148,False
1786,25-34,F,Masters degree,UK,White,-0.14882,-0.57545,-0.45174,0.43852,0.25953,-1.37983,-1.54858,False
1787,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.67825,3.27393,1.88511,-0.01729,-0.78155,0.52975,1.2247,False
1788,18-24,M,University degree,USA,White,0.52135,-0.94779,0.14143,0.76096,-0.65253,-0.21712,1.2247,False
1789,45-54,F,University degree,Other,White,-0.34799,-1.09207,-0.17779,-0.60633,0.58489,-0.71126,-0.52593,True
1790,18-24,M,"Some college or university, no certificate or degree",USA,White,0.04257,-0.15487,2.44904,-1.07533,-1.5184,1.86203,1.92173,False
1791,18-24,M,Left school at 17 years,USA,White,0.13606,0.32197,0.44585,-1.21213,-0.40581,1.86203,0.07987,False
1792,35-44,F,Doctorate degree,USA,White,-0.24649,-0.15487,0.7233,0.13136,2.33337,-1.37983,-1.54858,True
1793,18-24,M,University degree,USA,White,0.62967,-1.50796,1.88511,-0.60633,3.00537,0.19268,1.2247,False
1794,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.46725,-0.15487,0.58331,1.81866,-0.52745,-0.71126,-0.84637,False
1795,18-24,F,"Some college or university, no certificate or degree",USA,White,0.82562,-1.7625,2.90161,0.13136,-0.78155,1.86203,1.2247,False
1796,25-34,M,University degree,Other,White,0.04257,0.63779,1.06238,-0.45321,0.7583,0.19268,1.2247,False
1797,35-44,F,Left school at 16 years,UK,White,0.73545,-0.57545,-2.09015,-0.76096,-1.92173,-0.21712,-0.52593,False
1798,18-24,M,"Some college or university, no certificate or degree",USA,White,0.31287,-0.15487,1.88511,0.28783,-1.5184,1.29221,0.7654,False
1799,18-24,M,University degree,USA,White,1.49158,-1.50796,-0.01928,-2.07848,-0.78155,0.88113,0.7654,False
1800,55-64,M,Masters degree,UK,White,-0.58016,1.74091,-1.97495,-1.07533,1.63088,0.88113,0.40148,True
1801,45-54,M,"Some college or university, no certificate or degree",USA,White,2.28554,-1.23177,-0.01928,-2.5383,-2.90161,-0.21712,1.2247,True
1802,25-34,M,Doctorate degree,USA,White,0.52135,1.58487,2.90161,1.2861,1.81175,0.52975,1.92173,False
1803,18-24,M,Masters degree,USA,Other,-0.79151,0.47617,1.43533,1.11406,0.12331,1.29221,0.40148,False
1804,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.14882,1.74091,1.06238,0.28783,-1.0145,0.88113,0.7654,False
1805,18-24,M,Professional certificate/ diploma,USA,Other,0.41667,-0.15487,1.43533,1.2861,-0.65253,0.52975,0.07987,False
1806,18-24,M,"Some college or university, no certificate or degree",USA,White,0.82562,-0.57545,0.88309,0.43852,-0.52745,0.52975,1.2247,False
1807,35-44,F,Professional certificate/ diploma,USA,White,0.04257,-0.80615,-0.84732,-0.15487,-1.13788,0.52975,-1.18084,False
1808,35-44,M,University degree,USA,Other,-0.14882,-0.94779,1.24033,-0.60633,-1.64101,0.52975,1.2247,False
1809,18-24,F,Masters degree,UK,Black,0.41667,-0.80615,-0.58331,0.13136,-0.40581,-1.37983,-1.54858,True
1810,18-24,F,Left school at 17 years,USA,White,1.23461,1.11406,1.06238,-1.47955,0.12331,0.88113,1.92173,False
1811,18-24,M,University degree,USA,White,-0.58016,-1.23177,1.06238,-1.21213,0.93949,0.52975,1.92173,False
1812,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.55078,-0.80615,1.06238,-0.01729,2.33337,-0.71126,-0.21575,False
1813,25-34,F,Left school at 18 years,Other,White,1.37297,-0.15487,0.44585,-1.34289,-1.25773,0.88113,1.92173,True
1814,25-34,M,University degree,Other,Asian,-0.67825,0.63779,0.14143,-0.15487,-0.52745,1.29221,1.2247,True
1815,35-44,F,University degree,Canada,White,0.91093,-0.69509,2.44904,-0.45321,1.46191,0.19268,1.2247,False
1816,18-24,F,Masters degree,UK,White,0.13606,0.32197,-0.97631,1.61108,0.93949,-0.71126,-1.18084,False
1817,45-54,M,University degree,UK,White,-1.86962,0.00332,0.14143,-0.76096,-0.14277,0.52975,0.40148,True
1818,18-24,F,"Some college or university, no certificate or degree",USA,Other,-0.05188,-1.23177,0.29338,1.11406,0.25953,0.88113,0.7654,False
1819,25-34,F,University degree,USA,White,0.13606,0.63779,0.58331,-0.60633,-0.14277,1.86203,0.7654,False
1820,18-24,M,Masters degree,USA,White,-2.75696,2.57309,1.24033,0.28783,1.46191,-0.21712,1.2247,False
1821,18-24,M,"Some college or university, no certificate or degree",USA,White,1.60383,-2.03972,1.43533,-0.60633,-2.72827,1.86203,-0.21575,False
1822,45-54,F,"Some college or university, no certificate or degree",USA,White,1.37297,-0.15487,0.44585,0.43852,-0.65253,1.86203,-0.52593,False
1823,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.79151,0.32197,1.88511,-1.07533,-0.78155,-0.21712,0.40148,False
1824,18-24,F,"Some college or university, no certificate or degree",USA,White,1.23461,-1.23177,1.06238,-0.30172,-2.30408,0.88113,-0.21575,False
1825,25-34,M,University degree,UK,Asian,-0.46725,-1.50796,-0.58331,-0.30172,-0.40581,0.52975,0.40148,True
1826,18-24,M,University degree,USA,White,0.04257,-1.09207,0.14143,-1.34289,-0.00665,-0.21712,-0.84637,False
1827,18-24,F,University degree,USA,White,0.22393,-0.30033,0.88309,1.2861,-0.00665,0.88113,0.07987,False
1828,25-34,F,University degree,USA,White,-1.05308,-1.50796,0.14143,0.28783,0.25953,-0.21712,0.7654,False
1829,25-34,F,Masters degree,USA,White,-0.34799,1.11406,0.44585,-2.5383,-0.14277,0.88113,1.2247,False
1830,25-34,F,University degree,USA,Other,0.82562,-1.6334,-0.31776,-1.47955,-1.13788,-1.37983,-1.18084,False
1831,25-34,F,University degree,Australia,White,0.13606,-2.32338,0.29338,-1.07533,-0.89891,-0.71126,-0.52593,False
1832,18-24,M,Left school at 18 years,Other,White,0.22393,0.00332,0.44585,-0.91699,-1.92173,0.19268,1.2247,False
1833,18-24,M,University degree,USA,Other,-2.75696,1.93886,0.88309,0.28783,2.33337,-0.71126,0.07987,False
1834,35-44,F,University degree,USA,White,-0.34799,-1.09207,0.29338,-0.30172,1.30612,-0.21712,-0.21575,False
1835,25-34,M,"Some college or university, no certificate or degree",USA,White,-0.67825,0.63779,-0.45174,-0.45321,0.25953,0.88113,0.40148,False
1836,45-54,M,University degree,USA,White,0.62967,-0.80615,-0.01928,-0.45321,-1.5184,1.29221,0.7654,True
1837,35-44,F,Professional certificate/ diploma,USA,White,1.98437,-1.92173,0.88309,0.28783,-1.78169,0.88113,-1.18084,False
1838,35-44,F,"Some college or university, no certificate or degree",USA,White,0.31287,-1.50796,0.44585,0.76096,-0.27607,-0.21712,0.7654,False
1839,35-44,F,Professional certificate/ diploma,USA,White,-0.05188,-0.80615,-0.01928,0.59042,0.25953,-1.37983,-2.07848,False
1840,25-34,F,Professional certificate/ diploma,Australia,White,-1.55078,0.96248,1.88511,1.45039,0.25953,1.29221,1.92173,False
1841,55-64,F,University degree,USA,White,0.41667,0.63779,0.44585,1.45039,-0.14277,0.88113,-0.52593,True
1842,18-24,M,"Some college or university, no certificate or degree",Other,White,0.13606,-0.43999,1.43533,-0.30172,-1.13788,1.29221,1.2247,False
1843,25-34,M,University degree,USA,Other,1.13281,-0.15487,1.24033,-2.07848,0.93949,0.52975,-0.52593,False
1844,45-54,M,Doctorate degree,UK,White,-0.24649,-0.80615,-0.01928,-1.6209,-0.14277,-0.21712,-0.52593,True
1845,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.58016,0.47617,2.15324,1.2861,0.41594,0.19268,0.7654,False
1846,45-54,M,University degree,USA,White,-0.05188,0.63779,0.58331,0.76096,1.30612,-0.21712,0.07987,False
1847,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.32828,1.2861,0.88309,1.11406,1.13407,0.88113,0.40148,False
1848,18-24,F,University degree,USA,White,1.60383,-0.94779,1.24033,-0.91699,-1.38502,2.90161,1.92173,False
1849,18-24,F,"Some college or university, no certificate or degree",Canada,White,0.62967,-0.94779,0.44585,0.59042,1.13407,1.86203,1.2247,False
1850,45-54,M,Professional certificate/ diploma,USA,Black,-1.05308,-0.94779,-0.97631,-0.76096,0.7583,-1.37983,-0.52593,False
1851,25-34,F,University degree,USA,White,2.127,-1.37639,1.88511,0.76096,-1.0145,0.19268,-1.18084,True
1852,18-24,M,Left school at 17 years,Australia,White,0.31287,0.63779,-0.31776,-0.30172,-1.25773,0.88113,1.2247,False
1853,25-34,M,Professional certificate/ diploma,USA,Other,0.41667,0.96248,-0.17779,-0.45321,0.7583,0.19268,-0.21575,False
1854,25-34,F,Masters degree,UK,White,-0.14882,-0.15487,-0.45174,-0.30172,0.93949,-0.21712,0.7654,False
1855,35-44,M,Left school at 16 years,USA,White,-0.46725,-1.23177,-0.45174,0.43852,-0.14277,-0.21712,-0.84637,True
1856,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.14882,1.2861,-0.31776,-2.07848,0.41594,-0.21712,0.40148,False
1857,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.55078,0.16767,2.15324,-0.30172,-0.00665,0.88113,0.40148,False
1858,18-24,M,Left school at 17 years,Australia,White,-0.14882,0.00332,0.58331,-0.30172,-1.5184,1.29221,1.2247,False
1859,35-44,M,Professional certificate/ diploma,Other,White,-1.1943,1.11406,0.58331,-0.01729,0.12331,-0.71126,0.40148,False
1860,18-24,M,"Some college or university, no certificate or degree",USA,White,0.31287,-0.57545,-0.31776,-1.47955,-0.89891,-1.37983,0.7654,False
1861,18-24,M,"Some college or university, no certificate or degree",USA,White,1.72012,0.32197,1.65653,-0.15487,-1.78169,2.90161,0.40148,False
1862,18-24,M,Left school at 18 years,USA,White,-0.24649,0.32197,0.44585,-0.15487,-0.14277,0.88113,1.2247,False
1863,35-44,M,"Some college or university, no certificate or degree",Other,White,-0.34799,0.00332,0.7233,0.28783,0.12331,-0.21712,0.7654,False
1864,55-64,F,University degree,Canada,White,-1.69163,-1.09207,1.06238,-0.45321,-0.65253,-0.71126,0.07987,False
1865,25-34,F,University degree,USA,Other,-0.34799,0.00332,1.24033,-0.15487,0.41594,0.88113,0.40148,False
1866,45-54,M,Left school before 16 years,USA,White,0.73545,-0.43999,0.44585,-1.07533,0.25953,0.52975,0.40148,False
1867,18-24,F,"Some college or university, no certificate or degree",USA,White,0.62967,0.63779,2.90161,-1.07533,0.93949,0.88113,1.2247,False
1868,25-34,M,"Some college or university, no certificate or degree",USA,White,-2.05048,0.00332,2.15324,-0.91699,0.41594,-0.21712,0.40148,False
1869,18-24,F,Professional certificate/ diploma,USA,White,0.04257,0.00332,2.44904,-0.60633,-2.18109,0.88113,1.2247,False
1870,18-24,F,University degree,USA,White,0.13606,-0.80615,1.43533,0.28783,1.63088,-0.71126,-0.21575,False
1871,18-24,F,"Some college or university, no certificate or degree",USA,White,1.13281,-0.43999,0.29338,-0.76096,-0.14277,1.86203,-0.21575,False
1872,18-24,M,"Some college or university, no certificate or degree",Other,White,-0.58016,-0.15487,0.29338,-1.6209,-1.38502,0.19268,0.40148,False
1873,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.14882,1.11406,1.43533,-0.30172,-0.00665,0.19268,0.7654,False
1874,25-34,F,University degree,Other,White,-1.05308,0.96248,1.88511,1.81866,1.30612,-0.71126,0.07987,False
1875,18-24,M,Left school at 18 years,USA,White,1.02119,-0.43999,1.43533,-1.07533,0.12331,-0.71126,0.40148,False
